순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
985,253663,1471000,식품의약품안전처,010709,어린이 식생활안전관리 특별법,20230808,제19622호,20240209,A0002,법률,36020100,第1節 食品衛生
986,261445,1741000,행정안전부,013761,어린이안전관리에 관한 법률,20240326,제20412호,20240927,A0002,법률,12030000,第3章 災難管理
987,240069,1450000,산업통상자원부,012070,어린이제품 안전 특별법,20220203,제18819호,20220804,A0002,법률,29030000,第3章 工業品品質管理
988,239405,1192000,해양수산부,001483,어선법,20220111,제18755호,20230112,A0002,법률,27060000,第6章 漁港·漁船
989,257629,1192000,해양수산부,013575,어선안전조업 및 어선원의 안전ㆍ보건 증진 등에 관한 법률,20240102,제19908호,20250103,A0002,법률,27060000,第6章 漁港·漁船
990,259243,1192000,해양수산부,009486,어선원 및 어선 재해보상보험법,20240123,제20132호,20240724,A0002,법률,42040000,第4章 船 員·漁船員·港灣人力
991,192584,1192000,해양수산부,000383,어업자원보호법,20170321,제14738호,20170922,A0002,법률,27040000,第4章 水産資源保護
992,103947,1270000,법무부,001230,어음법,20100331,제10198호,20100331,A0002,법률,08020000,第2章 商 法
993,259245,1192000,해양수산부,002033,어장관리법,20240123,제20133호,20250124,A0002,법률,27040000,第4章 水産資源保護
994,228571,1192000,해양수산부,009943,어촌ㆍ어항법,20210112,제17893호,20220113,A0002,법률,27060000,第6章 漁港·漁船
995,246757,1192000,해양수산부,011621,어촌특화발전 지원 특별법,20221227,제19117호,20230628,A0002,법률,27020000,第2章 水産振興
996,253581,1371000,문화체육관광부,009881,언론중재 및 피해구제 등에 관한 법률,20230808,제19592호,20230808,A0002,법률,17040100,第1節 言論·出版
997,165539,1450000,산업통상자원부,000298,에너지 및 자원사업 특별회계법,20141230,제12930호,20141230,A0002,법률,31010000,第1章 行政組織·通則
998,251693,1450000,산업통상자원부,010164,에너지법,20230613,제19438호,20231214,A0002,법률,31020000,第2章 에너지利用
999,259699,1450000,산업통상자원부,013030,에너지산업융복합단지의 지정 및 육성에 관한 특별법,20240206,제20202호,20240807,A0002,법률,31020000,第2章 에너지利用
1000,265409,1450000,산업통상자원부,001867,에너지이용 합리화법,20240920,제20443호,20240920,A0002,법률,31020000,第2章 에너지利用
1001,258513,1450000,산업통상자원부,000758,엔지니어링산업 진흥법,20240109,제19990호,20240710,A0002,법률,18020000,第2章 科學技術振興
1002,259583,1613000,국토교통부,001749,여객자동차 운수사업법,20240130,제20175호,20240731,A0002,법률,41060100,第1節 道路運送
1003,260229,1262000,외교부,000006,여권법,20240213,제20263호,20240814,A0002,법률,44030000,第3章 領 事
1004,259457,1721000,과학기술정보통신부,009395,여성과학기술인 육성 및 지원에 관한 법률,20240130,제20148호,20240731,A0002,법률,18020000,第2章 科學技術振興
1005,255889,1421000,중소벤처기업부,001993,여성기업지원에 관한 법률,20231031,제19825호,20240501,A0002,법률,28020000,第2章 中小企業
1006,255843,1192000 1543000,"농림축산식품부,해양수산부",009269,여성농어업인 육성법,20231031,제19807호,20240501,A0002,법률,24050100,第1節 通 則
1007,261459,1383000 1492000,"고용노동부,여성가족부",010761,여성의 경제활동 촉진과 경력단절 예방법,20240326,제20418호,20240927,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
1008,261391,1383000,여성가족부,013219,여성폭력방지기본법,20240326,제20419호,20240927,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
1009,250989,1192000,해양수산부,010704,여수세계박람회 기념 및 사후활용에 관한 특별법,20230516,제19415호,20230516,A0002,법률,42080000,제8장 해양공간ㆍ연안관리
1010,268051,1741000,행정안전부,014120,여수ㆍ순천 10ㆍ19사건 진상규명 및 희생자 명예회복에 관한 특별법,20250107,제20651호,20250408,A0002,법률,08010000,第1章 民 法
1011,268623,1160100,금융위원회,000536,여신전문금융업법,20250121,제20716호,20250422,A0002,법률,23040000,第4章 金融機關·金融業
1012,254815,1833100,국가유산청,013779,역사문화권 정비 등에 관한 특별법,20230914,제19702호,20240915,A0002,법률,17030000,第3章 文化財
1013,258551,1613000,국토교통부,011184,역세권의 개발 및 이용에 관한 법률,20240109,제19979호,20240710,A0002,법률,41030100,第1節 鐵道運送
1014,265847,1721000,과학기술정보통신부,009878,연구개발특구의 육성에 관한 특별법,20241022,제20477호,20250423,A0002,법률,18020000,第2章 科學技術振興
1015,231603,1721000,과학기술정보통신부,014069,연구산업진흥법,20210420,제18075호,20211021,A0002,법률,18020000,第2章 科學技術振興
1016,268831,1721000,과학기술정보통신부,009925,연구실 안전환경 조성에 관한 법률,20250131,제20729호,20250131,A0002,법률,18020000,第2章 科學技術振興
1017,259279,1192000,해양수산부,011432,연근해어업의 구조개선 및 지원에 관한 법률,20240123,제20134호,20240724,A0002,법률,27020000,第2章 水産振興
1018,246763,1192000,해양수산부,001994,연안관리법,20221227,제19117호,20230628,A0002,법률,42080000,제8장 해양공간ㆍ연안관리
1019,231503,1532000,해양경찰청,012049,연안사고 예방에 관한 법률,20210413,제18062호,20211014,A0002,법률,42080000,제8장 해양공간ㆍ연안관리
1020,149585,1741000,행정안전부,001431,연호에 관한 법률,20140107,제12209호,20140107,A0002,법률,01020200,第2節 國號·國旗·年號등
1021,246895,1192000,해양수산부,001478,염업조합법,20221227,제19139호,20221227,A0002,법률,28050000,第5章 工 業
1022,261421,1051000,기획재정부,001555,엽연초생산협동조합법,20240326,제20406호,20240927,A0002,법률,22020000,第2章 담 배
1023,265989,1480000,환경부,009286,영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률,20241022,제20517호,20250423,A0002,법률,39020000,第2章 環境保全
1024,81895,1371000,문화체육관광부,000837,영상진흥기본법,20071221,제8744호,20071221,A0002,법률,17020000,第2章 文化·藝術
1025,261143,1342000,교육부,000191,영유아보육법,20240319,제20380호,20240920,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
1026,199748,1342000,교육부,002034,영재교육 진흥법,20171219,제15231호,20171219,A0002,법률,16020800,第8節 敎育振興
1027,202628,1262000,외교부,001438,영해 및 접속수역법,20180313,제15429호,20180614,A0002,법률,01020100,第1節 國土·統一
1028,270189,1371000,문화체육관광부,010200,영화 및 비디오물의 진흥에 관한 법률,20250325,제20838호,20250626,A0002,법률,17020000,第2章 文化·藝術
1029,266021,1160100,금융위원회,001537,예금자보호법,20241022,제20530호,20241022,A0002,법률,23040000,第4章 金融機關·金融業
1030,245997,1290000,국방부,001619,예비군법,20221213,제19082호,20230614,A0002,법률,14030000,第3章 豫備軍
1031,84010,1051000,기획재정부,000730,예산회계에관한특례법,20080229,제8852호,20080229,A0002,법률,19020100,第1節 通 則
1032,270591,1371000,문화체육관광부,011492,예술인 복지법,20250408,제20915호,20250408,A0002,법률,17020000,第2章 文化·藝術
1033,235567,1371000,문화체육관광부,014150,예술인의 지위와 권리의 보장에 관한 법률,20210924,제18466호,20220925,A0002,법률,17010000,第1章 行政組織·通則
1034,244977,1450000,산업통상자원부,000324,오존층 보호 등을 위한 특정물질의 관리에 관한 법률,20221018,제19002호,20230419,A0002,법률,28050000,第5章 工 業
1035,253471,1741000,행정안전부,001020,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률,20230808,제19590호,20240517,A0002,법률,10020200,第2節 地方行政一般
1036,254791,1160100,금융위원회,013612,온라인투자연계금융업 및 이용자 보호에 관한 법률,20230914,제19700호,20230914,A0002,법률,23040000,第4章 金融機關·金融業
1037,259895,1051000 1092000 1480000,"국무조정실,기획재정부,환경부",011612,온실가스 배출권의 할당 및 거래에 관한 법률,20240206,제20229호,20250207,A0002,법률,04020000,第2章 行政作用一般
1038,245249,1741000,행정안전부,000994,온천법,20221115,제19028호,20230516,A0002,법률,10060000,第6章 地域開發
1039,199499,1270000,법무부,010947,외국법자문사법,20171212,제15153호,20171212,A0002,법률,07030000,第3章 辯護士·公證人
1040,243065,1492000,고용노동부,009542,외국인근로자의 고용 등에 관한 법률,20220610,제18929호,20221211,A0002,법률,40050000,第5章 雇 傭
1041,105295,1270000,법무부,001267,외국인의 서명날인에 관한 법률,20100520,제10307호,20100520,A0002,법률,08010000,第1章 民 法
1042,251695,1450000,산업통상자원부,000660,외국인투자 촉진법,20230613,제19438호,20231214,A0002,법률,19090200,第2節 外資導入·管理
1043,232855,1051000,기획재정부,001525,외국환거래법,20210615,제18244호,20210916,A0002,법률,23080000,第8章 外 換
1044,258009,1262000,외교부,000008,외무공무원법,20240109,제19943호,20240410,A0002,법률,44020000,第2章 外務公務員
1045,214493,1543000,농림축산식품부,011352,외식산업 진흥법,20200218,제17037호,20210219,A0002,법률,24050600,第6節 農産物·農業資材檢査
1046,253997,1613000,국토교통부,010479,용산공원 조성 특별법,20230816,제19683호,20230816,A0002,법률,33030200,第2節 都市計劃施設
1047,259459,1721000,과학기술정보통신부,000041,우정사업 운영에 관한 특례법,20240130,제20149호,20240731,A0002,법률,43020000,第2章 郵 政
1048,265849,1834100,우주항공청,009938,우주개발 진흥법,20241022,제20478호,20250423,A0002,법률,18020000,第2章 科學技術振興
1049,259391,1834100,우주항공청,010587,우주손해배상법,20240126,제20144호,20240527,A0002,법률,18020000,第2章 科學技術振興
1050,259383,1834100,우주항공청,014602,우주항공청의 설치 및 운영에 관한 특별법,20240126,제20144호,20240527,A0002,법률,18010000,第1章 行政組織·通則
1051,258517,1721000,과학기술정보통신부,000015,우체국보험특별회계법,20240109,제19990호,20240710,A0002,법률,43050000,第5章 遞信金融
1052,265787,1721000,과학기술정보통신부,000016,우체국예금ㆍ보험에 관한 법률,20241016,제20457호,20241025,A0002,법률,43050000,第5章 遞信金融
1053,195378,1721000,과학기술정보통신부,000035,우체국창구업무의 위탁에 관한 법률,20170726,제14839호,20170726,A0002,법률,43020000,第2章 郵 政
1054,218907,1721000,과학기술정보통신부,000023,우편대체법,20200609,제17354호,20201210,A0002,법률,43050000,第5章 遞信金融
1055,258995,1721000,과학기술정보통신부,001735,우편법,20240123,제20063호,20240724,A0002,법률,43020000,第2章 郵 政
1056,212091,1721000,과학기술정보통신부,000027,우편환법,20191210,제16754호,20191210,A0002,법률,43050000,第5章 遞信金融
1057,258725,1741000,행정안전부,014589,울릉도ㆍ흑산도 등 국토외곽 먼섬 지원 특별법,20240116,제20029호,20250117,A0002,법률,10060000,第6章 地域開發
1058,265813,1721000,과학기술정보통신부,010414,울산과학기술원법,20241022,제20479호,20241022,A0002,법률,16020300,第3節 學校의設置·施設
1059,103861,9740000,대법원,001213,원격영상재판에 관한 특례법,20100324,제10177호,20100324,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
1060,255489,1192000,해양수산부,010511,원양산업발전법,20231024,제19776호,20241025,A0002,법률,27020000,第2章 水産振興
1061,231863,1079960,원자력안전위원회,000748,원자력 손해배상법,20210420,제18143호,20211021,A0002,법률,18030000,第3章 原子力
1062,218845,1079960,원자력안전위원회,000747,원자력손해배상 보상계약에 관한 법률,20200609,제17347호,20200609,A0002,법률,18030000,第3章 原子力
1063,238329,1079960,원자력안전위원회,009494,원자력시설 등의 방호 및 방사능 방재 대책법,20211228,제18664호,20220629,A0002,법률,18030000,第3章 原子力
1064,265967,1079960,원자력안전위원회,011435,원자력안전법,20241022,제20533호,20250423,A0002,법률,18030000,第3章 原子力
1065,268903,1079960,원자력안전위원회,011431,원자력안전위원회의 설치 및 운영에 관한 법률,20250131,제20768호,20250501,A0002,법률,18010000,第1章 行政組織·通則
1066,259307,1079960,원자력안전위원회,014092,원자력안전 정보공개 및 소통에 관한 법률,20240123,제20142호,20240724,A0002,법률,18030000,第3章 原子力
1067,258997,1721000,과학기술정보통신부,001603,원자력 진흥법,20240123,제20064호,20240424,A0002,법률,18030000,第3章 原子力
1068,195345,1450000,산업통상자원부,012196,원전비리 방지를 위한 원자력발전사업자등의 관리ㆍ감독에 관한 법률,20170726,제14839호,20170726,A0002,법률,32020000,第2章 電 氣
